file_name,file_id,sentence_text,church_father_id,church_father_name,footnote_text,citation_parsed,detection_source,reference_type,patristic_work,patristic_text,confidence,notes
11689.xml,file11689,"IamE. Iam et [Iam et über der Zeile] d. Augustinus in epistola ad inquisitiones Ianuarii Tantum Augustinus. et Aurelius Augustinus, orthodoxus ecclesiae doctor, ad inquisitiones IanuariiDer nicht weiter bekannte Januarius hatte Augustin zwischen 404 und 411 eine Reihe von Fragen vorgelegt, die dieser in zwei Briefen beantwortete. - Lit.: Prosopographie de l'Afrique chrétienne (303-533), hg. v. André Mandouze, Paris 1982. -Prosopographie chrétienne du Bas-Empire 1, S. 584f. epist. 118 respondens diserte in haec verba scribit: „Principio tenere te volo, quod est huius disputationis caput, dominum nostrum Iesum Christum, sicut ipse in evangelio loquitur, leni iugo suo nos subdidisse et sarcinae levi.",p18700,Augustinus von Hippo,,,TEI,,,,,
11689.xml,file11689,"Unde sacramentis numero paucissimis, observatione facillimis, significatione praestantissimis societatem novi populi colligavit, sicut est baptismus trinitatis nomine consecratus, communicatio corporis et sanguinis ipsius, et si quid aliud in scripturis canonicis commendatur, exceptis his, quae servitutem populi veteris pro congruentia cordis illorum et prophetici temporis onerabant, quae et in quinque libris Mosi leguntur“Augustin, Epistulae, 54, 1, 1 (CSEL XXXIV/2 159, 4-14). Bullinger zitiert nach der von Erasmus besorgten Ausgabe, die 1528/1529 in zehn Bänden bei Johann Froben erschienen war (VD 16 A 4148). In seinem Handexemplar (HBBibl III 10/2) hat Bullinger die Stelle von ""dominum nostrum"" bis ""sarcinae levi"" unterstrichen. et quae sequunturE. Iam et [Iam et über der Zeile] d. Augustinus in epistola ad inquisitiones Ianuarii Tantum Augustinus..",p18700,Augustinus von Hippo,"Augustin, Epistulae, 54, 1, 1 (CSEL XXXIV/2 159, 4-14). Bullinger zitiert nach der von Erasmus besorgten Ausgabe, die 1528/1529 in zehn Bänden bei Johann Froben erschienen war (VD 16 A 4148). In seinem Handexemplar (HBBibl III 10/2) hat Bullinger die Stelle von ""dominum nostrum"" bis ""sarcinae levi"" unterstrichen.","Augustin, Epistulae, 54, 1, 1 (CSEL XXXIV/2 159, 4-14). Bullinger zitiert nach der von Erasmus besorgten Ausgabe",TEI,,,,,
11689.xml,file11689,"ScholasIn E davor der Passus: Hos oportebit praeterea exerceri in scribendo, in dicendo, in sacrarum [vor in sacrarum gestrichenes hos sacris demum] literarum studio, ad quod interpretes [interpretes über gestrichenem divinarum literarum] sacri institui debent. enimIn E Huiusmodi enim scholas statt Scholas enim. et apostolorum temporibus fuisse et post apostolorum temporaIn E gestrichenes subin[?] nach tempora. floruisseIn E egregie floruisse. author est Lucas in Actis decimotertio capitecapite fehlt in E.Vgl. Apg 13, 1. et PaulusIn E Paulus ipse [ipse über der Zeile]. in prima epistolaepistola fehlt in E. ad Corinthios decimoquarto capitecapite fehlt in E.,Vgl. 1 Kor 14, 26-29. Vgl. dazu Bullingers Auslegung sowie seinen Exkurs über die Zürcher Schule in seinem Kommentar zu 1 Kor (In priorem d. Pauli ad Corinthios epistolam [...], Zürich, Christoph Froschauer, 1534 [HBBibl I 53], f. 180r.-183r.). Eusebius quoqueIn E item statt quoque. in Historia ecclesiasticaVgl. etwa Eusebius, Historia ecclesiastica 4, 30, 2 (CSEL IX/1-2 393, 19); 5, 10, 1 (ebd., 451, 10); 5, 11, 1 (ebd., 453, 7); 6, 5, 7 (ebd., 533, 21); 6, 21, 4 (ebd., 569, 11); 7, 32, 30 (ebd., 731, 3). et reliqui scriptores ecclesiasticiet reliqui scriptores ecclesiastici in E über der Zeile..",p17899,Eusebius von Caesarea,"Vgl. etwa Eusebius, Historia ecclesiastica 4, 30, 2 (CSEL IX/1-2 393, 19); 5, 10, 1 (ebd., 451, 10); 5, 11, 1 (ebd., 453, 7); 6, 5, 7 (ebd., 533, 21); 6, 21, 4 (ebd., 569, 11); 7, 32, 30 (ebd., 731, 3).","Eusebius, Historia ecclesiastica 4, 30, 2 (CSEL IX/1-2 393, 19); 5, 10, 1 (ebd., 451, 10); 5, 11, 1 (ebd., 453, 7); 6, 5, 7 (ebd., 533, 21); 6, 21, 4 (ebd., 569, 11); 7, 32, 30 (ebd., 731, 3).",TEI,,,,,
11689.xml,file11689,"ScholasIn E davor der Passus: Hos oportebit praeterea exerceri in scribendo, in dicendo, in sacrarum [vor in sacrarum gestrichenes hos sacris demum] literarum studio, ad quod interpretes [interpretes über gestrichenem divinarum literarum] sacri institui debent. enimIn E Huiusmodi enim scholas statt Scholas enim. et apostolorum temporibus fuisse et post apostolorum temporaIn E gestrichenes subin[?] nach tempora. floruisseIn E egregie floruisse. author est Lucas in Actis decimotertio capitecapite fehlt in E.Vgl. Apg 13, 1. et PaulusIn E Paulus ipse [ipse über der Zeile]. in prima epistolaepistola fehlt in E. ad Corinthios decimoquarto capitecapite fehlt in E.,Vgl. 1 Kor 14, 26-29. Vgl. dazu Bullingers Auslegung sowie seinen Exkurs über die Zürcher Schule in seinem Kommentar zu 1 Kor (In priorem d. Pauli ad Corinthios epistolam [...], Zürich, Christoph Froschauer, 1534 [HBBibl I 53], f. 180r.-183r.). Eusebius quoqueIn E item statt quoque. in Historia ecclesiasticaVgl. etwa Eusebius, Historia ecclesiastica 4, 30, 2 (CSEL IX/1-2 393, 19); 5, 10, 1 (ebd., 451, 10); 5, 11, 1 (ebd., 453, 7); 6, 5, 7 (ebd., 533, 21); 6, 21, 4 (ebd., 569, 11); 7, 32, 30 (ebd., 731, 3). et reliqui scriptores ecclesiasticiet reliqui scriptores ecclesiastici in E über der Zeile..",p17899,Eusebius von Caesarea,"Vgl. etwa Eusebius, Historia ecclesiastica 4, 30, 2 (CSEL IX/1-2 393, 19); 5, 10, 1 (ebd., 451, 10); 5, 11, 1 (ebd., 453, 7); 6, 5, 7 (ebd., 533, 21); 6, 21, 4 (ebd., 569, 11); 7, 32, 30 (ebd., 731, 3).","Eusebius, Historia ecclesiastica 4, 30, 2 (CSEL IX/1-2 393, 19); 5, 10, 1 (ebd., 451, 10); 5, 11, 1 (ebd., 453, 7); 6, 5, 7 (ebd., 533, 21); 6, 21, 4 (ebd., 569, 11); 7, 32, 30 (ebd., 731, 3).",TEI,,,,,
11689.xml,file11689,"Sacramenta vero sanctusIn E divus statt vero sanctus. Augustinus pieIn E vere pie statt pie. et erudite pauculapaucula in E über gestrichenem appella, anstelle eines am Ende des Satzes gestrichenen paucula. admodumIn E duo videlicet statt admodum., baptismum et eucharistiamIn E coenam domini statt eucharistiam., observatione quidem facillima, sensu vero significationequeIn E sed sensu statt sensu vero significationeque. augustissima, a dominoa domino fehlt in E. instituta dixitVgl. oben Z. 326-334..",p18700,Augustinus von Hippo,Vgl. oben Z. 326-334.,oben Z. 326-334.,TEI,,,,,
11689.xml,file11689,"Et sicut e multis granis unus fit panis et e pluribus uvis liquor viniIn E ex multis uvis vinum statt et e pluribus uvis liquor vini. confluit,Vgl. Augustin, In Iohannis euangelium tractatus 26, 17, 10 (CChr XXXVI 268). itaE: ita monemur charitatis mutuae, ut scilicet nunquam rumpendo foedere hic coeamus, condonemus [vor condonemus ein gestrichenes Wort] noxas invicem, serviamus invicem mutuis offitiis [serviamus invicem mutuis offitiis am Rande mit Verweiszeichen nachgetragen] et gratias aeternas agamus Christo redemptori. monemur in symbolorum perceptione charitatis mutuae, et ut unum corpus cum Christo et inter nos ipsos fiamus gratiasque agamus liberatori ChristoE: ita monemur charitatis mutuae, ut scilicet nunquam rumpendo foedere hic coeamus, condonemus [vor condonemus ein gestrichenes Wort] noxas invicem, serviamus invicem mutuis offitiis [serviamus invicem mutuis offitiis am Rande mit Verweiszeichen nachgetragen] et gratias aeternas agamus Christo redemptori..",p18700,Augustinus von Hippo,"Vgl. Augustin, In Iohannis euangelium tractatus 26, 17, 10 (CChr XXXVI 268).","Augustin, In Iohannis euangelium tractatus 26, 17, 10 (CChr XXXVI 268).",TEI,,,,,
11689.xml,file11689,"Extant enim Canones AmoniiEvangelicae historiae ex quatuor evangelistis perpetuo tenore continuata narratio, ex Ammonii Alexandrini fragmentis quibusdam, Augsburg (Simprecht Ruff für Sigmund Grimm) 1523 (VD 16 B 4630); weitere Auflagen: Mainz (Johann Schöffer) 1524 (VD 16 B 4631), Augsburg (Simprecht Ruft) 1524 (VD 16 B 4653) und Köln (Eucharius Cervicornus) 1532 (VD 16 B 4634). - Ammonius von Alexandrien, Verfasser einer verloren gegangenen Matthäusausgabe mit Parallelstellen der drei anderen Evangelien (vgl. Theofried Baumeister, in: LThK3 I 532). Die unter seinem Namen erschienenen Harmonien des 16. Jahrhunderts gehen nicht auf sein Werk, sondern auf das ""Diatessaron"" Tatians zurück, vgl. Dietrich Wünsch, Evangelienharmonien im Reformationszeitalter. Ein Beitrag zur Geschichte der Leben-Jesu-Darstellungen, Berlin-New York 1983. - Arbeiten zur Kirchengeschichte 52, S. 11-15, bes. S. 12, Anm. 17., extant copiosi s[ancti] Augustini De consensu evang[elistarum] libriBullinger war das Werk (CSEL XLIII) im vierten Band der Augustinausgabe Basel (Johann Froben) 1528-1529 (VD 16 A 4148) zugänglich, sein Handexemplar verzeichnet HBBibl III 10/4..",p20001,Tatian,"Bullinger war das Werk (CSEL XLIII) im vierten Band der Augustinausgabe Basel (Johann Froben) 1528-1529 (VD 16 A 4148) zugänglich, sein Handexemplar verzeichnet HBBibl III 10/4.","Bullinger war das Werk (CSEL XLIII) im vierten Band der Augustinausgabe Basel (Johann Froben) 1528-1529 (VD 16 A 4148) zugänglich, sein Handexemplar verzeichnet HBBibl III 10/4.",TEI,,,,,
11689.xml,file11689,"Extant enim Canones AmoniiEvangelicae historiae ex quatuor evangelistis perpetuo tenore continuata narratio, ex Ammonii Alexandrini fragmentis quibusdam, Augsburg (Simprecht Ruff für Sigmund Grimm) 1523 (VD 16 B 4630); weitere Auflagen: Mainz (Johann Schöffer) 1524 (VD 16 B 4631), Augsburg (Simprecht Ruft) 1524 (VD 16 B 4653) und Köln (Eucharius Cervicornus) 1532 (VD 16 B 4634). - Ammonius von Alexandrien, Verfasser einer verloren gegangenen Matthäusausgabe mit Parallelstellen der drei anderen Evangelien (vgl. Theofried Baumeister, in: LThK3 I 532). Die unter seinem Namen erschienenen Harmonien des 16. Jahrhunderts gehen nicht auf sein Werk, sondern auf das ""Diatessaron"" Tatians zurück, vgl. Dietrich Wünsch, Evangelienharmonien im Reformationszeitalter. Ein Beitrag zur Geschichte der Leben-Jesu-Darstellungen, Berlin-New York 1983. - Arbeiten zur Kirchengeschichte 52, S. 11-15, bes. S. 12, Anm. 17., extant copiosi s[ancti] Augustini De consensu evang[elistarum] libriBullinger war das Werk (CSEL XLIII) im vierten Band der Augustinausgabe Basel (Johann Froben) 1528-1529 (VD 16 A 4148) zugänglich, sein Handexemplar verzeichnet HBBibl III 10/4..",p18700,Augustinus von Hippo,"Bullinger war das Werk (CSEL XLIII) im vierten Band der Augustinausgabe Basel (Johann Froben) 1528-1529 (VD 16 A 4148) zugänglich, sein Handexemplar verzeichnet HBBibl III 10/4.","Bullinger war das Werk (CSEL XLIII) im vierten Band der Augustinausgabe Basel (Johann Froben) 1528-1529 (VD 16 A 4148) zugänglich, sein Handexemplar verzeichnet HBBibl III 10/4.",TEI,,,,,
11689.xml,file11689,"In ambiguis et difficilioribus locis affero perfrequenter s[ancti] Hierony[mi]Bullinger war der Matthäuskommentar des Hieronymus (CChr LXXVII) im neunten Band der Hieronymusausgabe Basel (Johann Froben) 1516 (VD 16 H 3482) zugänglich, sein Handexemplar verzeichnet HBBibl III 107/9. et disertissimi d[ivi] Ioannis Chrysost[omi]Bullinger war der Matthäuskommentar des Chrysostomus (MPG LVIIf) in der Chrysostomusausgabe Basel (Johann Froben) 1517 (VD 16 J 396) im Besitz der Stiftsbibliothek zugänglich, s. Germann, aaO, S. 247, Nr. 182f. aliorumque sanctorum expositiones, quorum fidem et diligentiam in sacris enarrandis merito miramur et exosculamur omnes, tametsi non pari felicitate utantur ubique.",p18986,Sophronius Eusebius Hieronymus,"Bullinger war der Matthäuskommentar des Chrysostomus (MPG LVIIf) in der Chrysostomusausgabe Basel (Johann Froben) 1517 (VD 16 J 396) im Besitz der Stiftsbibliothek zugänglich, s. Germann, aaO, S. 247, Nr. 182f.","Germann, aaO,  247",TEI,,,,,
11689.xml,file11689,"In ambiguis et difficilioribus locis affero perfrequenter s[ancti] Hierony[mi]Bullinger war der Matthäuskommentar des Hieronymus (CChr LXXVII) im neunten Band der Hieronymusausgabe Basel (Johann Froben) 1516 (VD 16 H 3482) zugänglich, sein Handexemplar verzeichnet HBBibl III 107/9. et disertissimi d[ivi] Ioannis Chrysost[omi]Bullinger war der Matthäuskommentar des Chrysostomus (MPG LVIIf) in der Chrysostomusausgabe Basel (Johann Froben) 1517 (VD 16 J 396) im Besitz der Stiftsbibliothek zugänglich, s. Germann, aaO, S. 247, Nr. 182f. aliorumque sanctorum expositiones, quorum fidem et diligentiam in sacris enarrandis merito miramur et exosculamur omnes, tametsi non pari felicitate utantur ubique.",p18986,Sophronius Eusebius Hieronymus,"Bullinger war der Matthäuskommentar des Chrysostomus (MPG LVIIf) in der Chrysostomusausgabe Basel (Johann Froben) 1517 (VD 16 J 396) im Besitz der Stiftsbibliothek zugänglich, s. Germann, aaO, S. 247, Nr. 182f.","Germann, aaO,  247",TEI,,,,,
11689.xml,file11689,"In ambiguis et difficilioribus locis affero perfrequenter s[ancti] Hierony[mi]Bullinger war der Matthäuskommentar des Hieronymus (CChr LXXVII) im neunten Band der Hieronymusausgabe Basel (Johann Froben) 1516 (VD 16 H 3482) zugänglich, sein Handexemplar verzeichnet HBBibl III 107/9. et disertissimi d[ivi] Ioannis Chrysost[omi]Bullinger war der Matthäuskommentar des Chrysostomus (MPG LVIIf) in der Chrysostomusausgabe Basel (Johann Froben) 1517 (VD 16 J 396) im Besitz der Stiftsbibliothek zugänglich, s. Germann, aaO, S. 247, Nr. 182f. aliorumque sanctorum expositiones, quorum fidem et diligentiam in sacris enarrandis merito miramur et exosculamur omnes, tametsi non pari felicitate utantur ubique.",p4541,Johannes Chrysostomus,"Bullinger war der Matthäuskommentar des Chrysostomus (MPG LVIIf) in der Chrysostomusausgabe Basel (Johann Froben) 1517 (VD 16 J 396) im Besitz der Stiftsbibliothek zugänglich, s. Germann, aaO, S. 247, Nr. 182f.","Germann, aaO,  247",TEI,,,,,
11689.xml,file11689,"In ambiguis et difficilioribus locis affero perfrequenter s[ancti] Hierony[mi]Bullinger war der Matthäuskommentar des Hieronymus (CChr LXXVII) im neunten Band der Hieronymusausgabe Basel (Johann Froben) 1516 (VD 16 H 3482) zugänglich, sein Handexemplar verzeichnet HBBibl III 107/9. et disertissimi d[ivi] Ioannis Chrysost[omi]Bullinger war der Matthäuskommentar des Chrysostomus (MPG LVIIf) in der Chrysostomusausgabe Basel (Johann Froben) 1517 (VD 16 J 396) im Besitz der Stiftsbibliothek zugänglich, s. Germann, aaO, S. 247, Nr. 182f. aliorumque sanctorum expositiones, quorum fidem et diligentiam in sacris enarrandis merito miramur et exosculamur omnes, tametsi non pari felicitate utantur ubique.",p4541,Johannes Chrysostomus,"Bullinger war der Matthäuskommentar des Chrysostomus (MPG LVIIf) in der Chrysostomusausgabe Basel (Johann Froben) 1517 (VD 16 J 396) im Besitz der Stiftsbibliothek zugänglich, s. Germann, aaO, S. 247, Nr. 182f.","Germann, aaO,  247",TEI,,,,,
11689.xml,file11689,"Qua in re post scripturarum testimonia libenter utor s[ancti] Augustini scriptis, quod is inter scriptores ecclesiasticos maxime habeatur catholicus atque orthodoxus.",p18700,Augustinus von Hippo,,,TEI,,,,,
10965.xml,file10965,Augustini 24. cap.24. cap. am Rande nachgetragen. De agone christianoCSEL XLI 124f. locum nosti.,p18700,Augustinus von Hippo,CSEL XLI 124f.,CSEL XLI 124f.,TEI,,,,,
10965.xml,file10965,"Neque ego in defensionem causae eius, quamquam undeutlich korrigiert. cum minime defendam, communibus vobiscum viribus semper oppugnavi, adduco, sed ut ne temere velvel über gestrichenem nec[?]. falsis illorumillorum am Rande nachgetragen.Gemeint sind die Gegner Augustins. praesidiisüber praesidiis gestrichenes in hac sententia illorum vel; anschließend, ebenfalls gestrichen und nur teilweise lesbar: [...] nec vel. terreamur velvel für gestrichenes et. causae studio vera contemnamus.",p18700,Augustinus von Hippo,,,TEI,,,,,
10965.xml,file10965,Verum esse etiam divus Augustinus fatetur de suo corpore dominum potuisse quidvisne facere.,p18700,Augustinus von Hippo,,,TEI,,,,,
1888.xml,file1888,"Sed parum prudenter facio qui te horum admoneam, cui omnia Augustini sunt notissima.",p18700,Augustinus von Hippo,,,TEI,,,,,
1693.xml,file1693,"Statueram quidem hac aestate in patriam proficisci, (uti ex literis Augustini mei, quocum a condiscipulatu vixi coniunctissimus), cognosces; sed quoniam istic omnia verti turbarique video, his in locis manendum, quoad audiamus haec quae commota sunt, quorsum evadant, duco; quo fit ut chirothecae, quas filia ducis a me uxori tuae summum benevolentiae signum tradi volebat, ante nundinas autumnales ad vos commode mitti non possint.",p18700,Augustinus von Hippo,,,TEI,,,,,
12545.xml,file12545,"Praesentem enim vitam mortem rectius appellaveris quam vitamEin öfter geäußerter Gedanke Augustins; vgl. Augustin, Epistulae, 187, 10, 33 (""vita hominis omnis infelix et mors est potius appellanda quam vita""); Enarrationes in Ps, 118, 19, 4; De civitate dei, 13, 2..",p18700,Augustinus von Hippo,,,TEI,,,,,
12545.xml,file12545,"Praesentem enim vitam mortem rectius appellaveris quam vitamEin öfter geäußerter Gedanke Augustins; vgl. Augustin, Epistulae, 187, 10, 33 (""vita hominis omnis infelix et mors est potius appellanda quam vita""); Enarrationes in Ps, 118, 19, 4; De civitate dei, 13, 2..",p18700,Augustinus von Hippo,,,TEI,,,,,
11096.xml,file11096,"Pari rationeE: modo. non video, quomodo Zvinglius tibi nondum satisfecerit in explicatione negotii eucharistiaeSiehe WA Briefwechsel VIII 14, 43-46., quem tamen constat in hac causa subscripsisse d[ivo] Aurelio AugustinoE: qui tamen in hac causa (in hac causa über der Zeile nachgetragen) d[ivo] Augustino subscripsit. per omniaSiehe z. B. Z VI/3 269, 29-31 und 270, 15-17; vgl. Alfred Schindler, Zwingli und die Kirchenväter, Zürich 1984. - 147. Njbl. zum Besten des Waisenhauses Zürich, bes. S. 48-50 und 65-68., nisi forte et Augustinus tibiE: tibi über der Zeile nachgetragen. nondum satisfecerit, quod nullo modo arbitrorquod nullo modo arbitror fehlt in E..",p18700,Augustinus von Hippo,"Siehe z. B. Z VI/3 269, 29-31 und 270, 15-17; vgl. Alfred Schindler, Zwingli und die Kirchenväter, Zürich 1984. - 147. Njbl. zum Besten des Waisenhauses Zürich, bes. S. 48-50 und 65-68.","z. B. Z VI/3 269, 29-31 und 270, 15-17; vgl. Alfred Schindler, Zwingli und die Kirchenväter, Zürich 1984. - 147. Njbl. zum Besten des Waisenhauses Zürich, bes.  48-50 und 65-68.",TEI,,,,,
11096.xml,file11096,"Pari rationeE: modo. non video, quomodo Zvinglius tibi nondum satisfecerit in explicatione negotii eucharistiaeSiehe WA Briefwechsel VIII 14, 43-46., quem tamen constat in hac causa subscripsisse d[ivo] Aurelio AugustinoE: qui tamen in hac causa (in hac causa über der Zeile nachgetragen) d[ivo] Augustino subscripsit. per omniaSiehe z. B. Z VI/3 269, 29-31 und 270, 15-17; vgl. Alfred Schindler, Zwingli und die Kirchenväter, Zürich 1984. - 147. Njbl. zum Besten des Waisenhauses Zürich, bes. S. 48-50 und 65-68., nisi forte et Augustinus tibiE: tibi über der Zeile nachgetragen. nondum satisfecerit, quod nullo modo arbitrorquod nullo modo arbitror fehlt in E..",p18700,Augustinus von Hippo,"Siehe z. B. Z VI/3 269, 29-31 und 270, 15-17; vgl. Alfred Schindler, Zwingli und die Kirchenväter, Zürich 1984. - 147. Njbl. zum Besten des Waisenhauses Zürich, bes. S. 48-50 und 65-68.","z. B. Z VI/3 269, 29-31 und 270, 15-17; vgl. Alfred Schindler, Zwingli und die Kirchenväter, Zürich 1984. - 147. Njbl. zum Besten des Waisenhauses Zürich, bes.  48-50 und 65-68.",TEI,,,,,
11096.xml,file11096,"Ego enim mallem cum Augustino parum haberi politus, quam cum quibusdam subtilis et illustrisE (anstelle dieses Satzes): Verum malo ipse cum Augustino in hoc negotio (in hoc negotio über der Zeile nachgetragen) errare et parum politus videri (et parum politus videri über der Zeile nachgetragen), quam cum quibusdam gloriari ac (korrigiert aus quam tecum, salva pace tua dictum sit) subtilis eximiusque (korrigiert aus et eximius) haben..",p18700,Augustinus von Hippo,,,TEI,,,,,
1311.xml,file1311,"absitque ut nos quod dominicum est, ut inquit Chrysostomus, privatim facere velimus.",p4541,Johannes Chrysostomus,,,TEI,,,,,
9759.xml,file9759,"Deßhalben, als ich mich wider herab ließe, fand ich d. Berum; der trug mir erst opera Hieronymi herab und anders und flöchnete noch vil.",p18986,Sophronius Eusebius Hieronymus,,,TEI,,,,,
322.xml,file322,"Nunc sub noctem tuas accipio per Hieronymum, qui me tamen nondum convenit.",p18986,Sophronius Eusebius Hieronymus,,,TEI,,,,,
11243.xml,file11243,"Nam Chrysostomus in Ioannis caput 1., h[omilia] 2.MPG LIX 37-46 (nach anderer Zählung Hom. 3)., vel Christum a patre dominum constitutum refert ad rationem creaturę, et aperte ista in Ephesios 2. capiteMPL XXVI 501f. testatur Hieronymus.",p4541,Johannes Chrysostomus,MPL XXVI 501f.,MPL XXVI 501f.,TEI,,,,,
11243.xml,file11243,"Nam Chrysostomus in Ioannis caput 1., h[omilia] 2.MPG LIX 37-46 (nach anderer Zählung Hom. 3)., vel Christum a patre dominum constitutum refert ad rationem creaturę, et aperte ista in Ephesios 2. capiteMPL XXVI 501f. testatur Hieronymus.",p18986,Sophronius Eusebius Hieronymus,MPL XXVI 501f.,MPL XXVI 501f.,TEI,,,,,
11337.xml,file11337,"Nosti omnibus esse palatum, sed paucis sanumVgl. Augustin, In Iohannis euangelium tractatus 7, 2, 23f; 26, 5, 33 (CChr XXXVI 68. 262)..",p18700,Augustinus von Hippo,"Vgl. Augustin, In Iohannis euangelium tractatus 7, 2, 23f; 26, 5, 33 (CChr XXXVI 68. 262).","Augustin, In Iohannis euangelium tractatus 7, 2, 23f; 26, 5, 33 (CChr XXXVI 68. 262).",TEI,,,,,
10015.xml,file10015,"Cyprianus, ille inter Graecos et Latinos eminentissimus scriptor Carthaginensis et episcopus et martyr, omnia ad scripturas regulari vult.",p18988,Cyprian,,,TEI,,,,,
10015.xml,file10015,"Cuius aperta testimonia sunt ad D. Hieronymum epistola, Casulanum, Fortunatum et Vincentium, sicut etiam author decreti Gratianus nonnulla vestigia recenset, Dist. 9.",p18986,Sophronius Eusebius Hieronymus,,,TEI,,,,,
10015.xml,file10015,"Hieronymus, et disertissimus et (ut ita loquar) linguacissimus, Graece, Hebraicae et Romanae egregie doctus, fere nihil adserit in optimo opere suo Commenta[rio].",p18986,Sophronius Eusebius Hieronymus,,,TEI,,,,,
10015.xml,file10015,"Et tempus me prius defitiat quam Chrysostomum in medium producam, Cyrillum, Gregorium Nazianzenum, Athanasium et Origenem Graecos, Ambrosium et Tertullianum Latinos.",p4541,Johannes Chrysostomus,,,TEI,,,,,
10015.xml,file10015,"Et tempus me prius defitiat quam Chrysostomum in medium producam, Cyrillum, Gregorium Nazianzenum, Athanasium et Origenem Graecos, Ambrosium et Tertullianum Latinos.",p17965,Gregor von Nazianz,,,TEI,,,,,
10015.xml,file10015,"Et tempus me prius defitiat quam Chrysostomum in medium producam, Cyrillum, Gregorium Nazianzenum, Athanasium et Origenem Graecos, Ambrosium et Tertullianum Latinos.",p17746,Quintus Septimius Florens Tertullian,,,TEI,,,,,
10015.xml,file10015,"Vide tu Athanasium Graecum de utriusque testamenti codicibus, Ruffini item Symbolen scriptoris latini et Hieronymi galeatum sive Prologum in libros Regum.",p18986,Sophronius Eusebius Hieronymus,,,TEI,,,,,
10015.xml,file10015,"Excute, quo iuditio de eis vel Hieronymus iuclicet, non ex sui capitis somnio.",p18986,Sophronius Eusebius Hieronymus,,,TEI,,,,,
10015.xml,file10015,"Accedebat mee sententiae Tertullianus quoque De praescriptionibus haereticorum ita disserens: «Nobis vero nihil ex nostro arbitrio indulgere licet, sed nec eligere, quod aliquis de suo arbitrio induxerit, Apostolos domini habemus authores, qui nec ipsi quicquam ex suo arbitrio, quod inducerent, elegerunt, sed acceptam a Christo disciplinam fideliter nationibus adsignaverunt.",p17746,Quintus Septimius Florens Tertullian,,,TEI,,,,,
10015.xml,file10015,"Hoc enim constat primitivam ecclesiam non legisse Thomam, non Scotum, non Anthoninum, non Augustinum.",p18357,Thomas von Aquin,,,TEI,,,,,
10015.xml,file10015,"Hoc enim constat primitivam ecclesiam non legisse Thomam, non Scotum, non Anthoninum, non Augustinum.",p18700,Augustinus von Hippo,,,TEI,,,,,
10015.xml,file10015,"Augustinum vero suam probasse intelligentiam ex scripturis iuxta verbum suum: Nullus est locus in scriptura tam obscurus, quin in alio loco explicetur.",p18700,Augustinus von Hippo,,,TEI,,,,,
10015.xml,file10015,"Si vero tam obscura foret scriptura, ut sine Augustino intelligi non posset, obtectior esset Augustini scriptis.",p18700,Augustinus von Hippo,,,TEI,,,,,
10015.xml,file10015,"Et Tertullianus ait: «Ea est materia sapientiae secularis, temeraria interpraes divinae naturae dispositionis.",p17746,Quintus Septimius Florens Tertullian,,,TEI,,,,,
10015.xml,file10015,"- Ego cum Augustino dico in Ioannem tracta. 16, quoties difficilior locus incidit: «Accipite, charissimi, quid hic sentiam sine praeiuditio, si vos melius aliquid senseritis.",p18700,Augustinus von Hippo,,,TEI,,,,,
10015.xml,file10015,"I nunc, et non mihi, sed Christo sive Augustino irascere!",p18700,Augustinus von Hippo,,,TEI,,,,,
10015.xml,file10015,"Augustinum negatis, Hieronymum repudiatis, Ambrosium audire non vultis?",p18700,Augustinus von Hippo,,,TEI,,,,,
10015.xml,file10015,"Augustinum negatis, Hieronymum repudiatis, Ambrosium audire non vultis?",p18986,Sophronius Eusebius Hieronymus,,,TEI,,,,,
10015.xml,file10015,"Augustinum negatis, Hieronymum repudiatis, Ambrosium audire non vultis?",p18993,Ambrosius von Mailand,,,TEI,,,,,
10015.xml,file10015,"Errasse se fatetur Augustinus et, ut cetera sileam, nonne de se loqupletissimus est testis in libris Retractationum 98?",p18700,Augustinus von Hippo,,,TEI,,,,,
10015.xml,file10015,"Quoties scholae non sine delectu patres recipiunt, Augustinus eis aliquoties excessive loqutus est, Hieronymus durior est, Origenes caute legendus.",p18700,Augustinus von Hippo,,,TEI,,,,,
10015.xml,file10015,"Quoties scholae non sine delectu patres recipiunt, Augustinus eis aliquoties excessive loqutus est, Hieronymus durior est, Origenes caute legendus.",p18986,Sophronius Eusebius Hieronymus,,,TEI,,,,,
10015.xml,file10015,"Quoties scholae non sine delectu patres recipiunt, Augustinus eis aliquoties excessive loqutus est, Hieronymus durior est, Origenes caute legendus.",p17753,Origenes,,,TEI,,,,,
10015.xml,file10015,"Tum ipse Augustinus: «Noli», inquit, «meis scriptis ut canonicis deservire».",p18700,Augustinus von Hippo,,,TEI,,,,,
10015.xml,file10015,"Imo si satisfacit Augustini, Hieronymi et aliorum interpraetatio et si illis addicti sumus, cur Thomam, Bernardum, Durandum et Scotum amplectimur, qui aliquoties patrum veterum dicta revellunt?",p18700,Augustinus von Hippo,,,TEI,,,,,
10015.xml,file10015,"Imo si satisfacit Augustini, Hieronymi et aliorum interpraetatio et si illis addicti sumus, cur Thomam, Bernardum, Durandum et Scotum amplectimur, qui aliquoties patrum veterum dicta revellunt?",p18986,Sophronius Eusebius Hieronymus,,,TEI,,,,,
